location_table_id,date,location,channel_location,water_temp,weather,flow,number_of_divers,reach_length,reach_width,channel_width,channel_type,river_mile,coordinate_method,latitude,longitude
237,2002-04-18,vance avenue,HFC,58,direct sunlight,1200,2,25,4,41,mainchannel branch,58.5,reported in database,39.45055,-121.639033
237,2002-04-18,vance avenue,HFC,58,direct sunlight,1200,2,25,4,41,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
237,2002-04-18,vance avenue,HFC,58,direct sunlight,1200,2,25,4,41,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,reported in database,39.431367,-121.6322
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,reported in database,39.43105,-121.632233
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43105,-121.632233
238,2002-04-23,g95,HFC,64,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
239,2002-08-20,robinson riffle,LFC,16,direct sunlight,700,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
239,2002-08-20,robinson riffle,LFC,16,direct sunlight,700,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
239,2002-08-20,robinson riffle,LFC,16,direct sunlight,700,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
239,2002-08-20,robinson riffle,LFC,16,direct sunlight,700,2,25,4,24,sidechannel,61.5,reported in database,39.466033,-121.599667
239,2002-08-20,robinson riffle,LFC,16,direct sunlight,700,2,25,4,24,sidechannel,61.5,assigned based on similar location,39.466033,-121.599667
240,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.484433,-121.578983
240,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.48505,-121.579
240,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.4842,-121.57925
240,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,assigned based on similar location,39.48505,-121.579
241,2002-08-20,steep riffle,LFC,17,direct sunlight,700,2,25,4,49,mainchannel,61,reported in database,39.462633,-121.604383
241,2002-08-20,steep riffle,LFC,17,direct sunlight,700,2,25,4,49,mainchannel,61,assigned based on similar location,39.462633,-121.604383
241,2002-08-20,steep riffle,LFC,17,direct sunlight,700,2,25,4,49,mainchannel,61,reported in database,39.463267,-121.604033
241,2002-08-20,steep riffle,LFC,17,direct sunlight,700,2,25,4,49,mainchannel,61,assigned based on similar location,39.462633,-121.604383
242,2002-08-14,herringer riffle,HFC,76,direct sunlight,4500,2,25,4,72,mainchannel,52,reported in database,39.319,-121.620333
242,2002-08-14,herringer riffle,HFC,76,direct sunlight,4500,2,25,4,72,mainchannel,52,assigned based on similar location,39.316667,-121.6215
243,2002-08-14,cox riffle,HFC,72,direct sunlight,4500,2,25,4,86,mainchannel,47.5,assigned based on similar location,39.33564114789087,-121.63215000396984
244,2002-08-14,shallow riffle,HFC,66,direct sunlight,0,2,25,4,37,mainchannel branch,47,assigned based on similar location,39.32967570030937,-121.6285435907359
246,2002-08-19,hatchery riffle,LFC,57,direct sunlight,700,1,25,4,30,mainchannel branch,66.5,assigned based on similar location,39.515667,-121.554667
246,2002-08-19,hatchery riffle,LFC,57,direct sunlight,700,1,25,4,30,mainchannel branch,66.5,assigned based on similar location,39.515667,-121.554667
246,2002-08-19,hatchery riffle,LFC,57,direct sunlight,700,1,25,4,30,mainchannel branch,66.5,assigned based on similar location,39.515667,-121.554667
248,2002-04-23,g95,HFC,63.5,direct sunlight,1200,2,25,4,26,mainchannel branch,57,assigned based on similar location,39.429167,-121.626167
248,2002-04-23,g95,HFC,63.5,direct sunlight,1200,2,25,4,26,mainchannel branch,57,reported in database,39.429167,-121.626167
249,2002-04-24,big bar,HFC,NA,direct sunlight,1200,2,25,4,50,mainchannel,53.5,reported in database,39.385917,-121.6287
249,2002-04-24,big bar,HFC,NA,direct sunlight,1200,2,25,4,50,mainchannel,53.5,reported in database,39.385917,-121.6287
249,2002-04-24,big bar,HFC,NA,direct sunlight,1200,2,25,4,50,mainchannel,53.5,reported in database,39.386467,-121.62785
249,2002-04-24,big bar,HFC,NA,direct sunlight,1200,2,25,4,50,mainchannel,53.5,assigned based on similar location,39.385917,-121.6287
250,2002-04-24,lower hour,HFC,62,direct sunlight,1200,2,25,4,0,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
250,2002-04-24,lower hour,HFC,62,direct sunlight,1200,2,25,4,0,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
251,2002-04-24,macfarland riffle,HFC,54,direct sunlight,1200,1,25,4,49,mainchannel,52,assigned based on similar location,39.375,-121.632333
251,2002-04-24,macfarland riffle,HFC,54,direct sunlight,1200,1,25,4,49,mainchannel,52,reported in database,39.375,-121.632333
251,2002-04-24,macfarland riffle,HFC,54,direct sunlight,1200,1,25,4,49,mainchannel,52,reported in database,39.37505,-121.632367
251,2002-04-24,macfarland riffle,HFC,54,direct sunlight,1200,1,25,4,49,mainchannel,52,assigned based on similar location,39.37505,-121.632367
252,2002-04-24,lower hour,HFC,0,direct sunlight,1200,1,25,4,30,mainchannel branch,46,reported in database,39.420667,-121.62566700000001
253,2002-04-24,lower hour,HFC,0,direct sunlight,1200,1,25,4,30,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
254,2002-04-25,cox riffle,HFC,62,direct sunlight,1200,2,25,4,55,mainchannel,47.5,assigned based on similar location,39.33564114789087,-121.63215000396984
255,2002-04-25,shallow riffle,HFC,62.5,overcast,1200,1,25,4,28,sidechannel,47,reported in database,39.329283,-121.630683
255,2002-04-25,shallow riffle,HFC,62.5,overcast,1200,1,25,4,28,sidechannel,47,reported in database,39.329417,-121.628667
255,2002-04-25,shallow riffle,HFC,62.5,overcast,1200,1,25,4,28,sidechannel,47,reported in database,39.32905,-121.629017
255,2002-04-25,shallow riffle,HFC,62.5,overcast,1200,1,25,4,28,sidechannel,47,reported in database,39.3289,-121.62985
255,2002-04-25,shallow riffle,HFC,62.5,overcast,1200,1,25,4,28,sidechannel,47,assigned based on similar location,39.329417,-121.628667
256,2002-04-25,junkyard riffle,HFC,64,direct sunlight,1200,1,25,4,46,mainchannel,48.5,reported in database,39.34555,-121.626233
256,2002-04-25,junkyard riffle,HFC,64,direct sunlight,1200,1,25,4,46,mainchannel,48.5,reported in database,39.345633,-121.626267
257,2002-04-25,gridley riffle,HFC,62,direct sunlight,1200,2,25,4,26,mainchannel branch,49.5,reported in database,39.354117,-121.630583
257,2002-04-25,gridley riffle,HFC,62,direct sunlight,1200,2,25,4,26,mainchannel branch,49.5,assigned based on similar location,39.35435,-121.62965
257,2002-04-25,gridley riffle,HFC,62,direct sunlight,1200,2,25,4,26,mainchannel branch,49.5,reported in database,39.35435,-121.62965
257,2002-04-25,gridley riffle,HFC,62,direct sunlight,1200,2,25,4,26,mainchannel branch,49.5,assigned based on similar location,39.354117,-121.630583
258,2002-05-21,steep riffle,LFC,54,overcast,600,1,25,4,16,mainchannel,61,reported in database,39.462633,-121.604383
258,2002-05-21,steep riffle,LFC,54,overcast,600,1,25,4,16,mainchannel,61,assigned based on similar location,39.462633,-121.604383
258,2002-05-21,steep riffle,LFC,54,overcast,600,1,25,4,16,mainchannel,61,reported in database,39.463267,-121.604033
258,2002-05-21,steep riffle,LFC,54,overcast,600,1,25,4,16,mainchannel,61,assigned based on similar location,39.462633,-121.604383
259,2002-05-21,steep riffle,LFC,54,overcast,600,3,25,4,15,sidechannel,61,reported in database,39.462583,-121.60335
259,2002-05-21,steep riffle,LFC,54,overcast,600,3,25,4,15,sidechannel,61,reported in database,39.463567,-121.6039
259,2002-05-21,steep riffle,LFC,54,overcast,600,3,25,4,15,sidechannel,61,assigned based on similar location,39.462567,-121.603233
259,2002-05-21,steep riffle,LFC,54,overcast,600,3,25,4,15,sidechannel,61,reported in database,39.462567,-121.603233
259,2002-05-21,steep riffle,LFC,54,overcast,600,3,25,4,15,sidechannel,61,assigned based on similar location,39.462567,-121.603233
260,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.484433,-121.578983
260,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.48505,-121.579
260,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,reported in database,39.4842,-121.57925
260,2002-08-20,aleck riffle,LFC,19.5,direct sunlight,700,2,25,4,47,mainchannel,63.5,assigned based on similar location,39.48505,-121.579
261,2002-05-22,robinson riffle,LFC,58,direct sunlight,600,2,25,4,35,mainchannel,61.5,reported in database,39.466317,-121.5987
261,2002-05-22,robinson riffle,LFC,58,direct sunlight,600,2,25,4,35,mainchannel,61.5,reported in database,39.466383,-121.59865
261,2002-05-22,robinson riffle,LFC,58,direct sunlight,600,2,25,4,35,mainchannel,61.5,reported in database,39.466267,-121.599683
261,2002-05-22,robinson riffle,LFC,58,direct sunlight,600,2,25,4,35,mainchannel,61.5,assigned based on similar location,39.466633,-121.598383
261,2002-05-22,robinson riffle,LFC,58,direct sunlight,600,2,25,4,35,mainchannel,61.5,assigned based on similar location,39.466317,-121.5987
263,2002-05-22,aleck riffle,LFC,61,direct sunlight,600,2,25,4,62,mainchannel,63.5,reported in database,39.484433,-121.578983
263,2002-05-22,aleck riffle,LFC,61,direct sunlight,600,2,25,4,62,mainchannel,63.5,reported in database,39.48505,-121.579
263,2002-05-22,aleck riffle,LFC,61,direct sunlight,600,2,25,4,62,mainchannel,63.5,reported in database,39.4842,-121.57925
263,2002-05-22,aleck riffle,LFC,61,direct sunlight,600,2,25,4,62,mainchannel,63.5,assigned based on similar location,39.48505,-121.579
265,2002-05-23,bedrock riffle,LFC,57,direct sunlight,600,2,25,4,44,mainchannel,66.9,reported in database,39.51305,-121.56815
265,2002-05-23,bedrock riffle,LFC,57,direct sunlight,600,2,25,4,44,mainchannel,66.9,assigned based on similar location,39.513056,-121.568139
265,2002-05-23,bedrock riffle,LFC,57,direct sunlight,600,2,25,4,44,mainchannel,66.9,assigned based on similar location,39.51305,-121.56815
265,2002-05-23,bedrock riffle,LFC,57,direct sunlight,600,2,25,4,44,mainchannel,66.9,reported in database,39.5125,-121.569433
265,2002-05-23,bedrock riffle,LFC,57,direct sunlight,600,2,25,4,44,mainchannel,66.9,assigned based on similar location,39.5125,-121.569433
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,reported in database,39.515867,-121.553583
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,reported in database,39.516017,-121.558817
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
266,2002-05-23,hatchery ditch,LFC,55,direct sunlight,0,2,25,4,12,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
267,2002-05-23,trailer park,LFC,61,direct sunlight,600,2,25,4,59,mainchannel,64,reported in database,39.494033,-121.580017
267,2002-05-23,trailer park,LFC,61,direct sunlight,600,2,25,4,59,mainchannel,64,reported in database,39.494667,-121.579417
267,2002-05-23,trailer park,LFC,61,direct sunlight,600,2,25,4,59,mainchannel,64,reported in database,39.494033,-121.580017
267,2002-05-23,trailer park,LFC,61,direct sunlight,600,2,25,4,59,mainchannel,64,assigned based on similar location,39.494033,-121.580017
267,2002-05-23,trailer park,LFC,61,direct sunlight,600,2,25,4,59,mainchannel,64,assigned based on similar location,39.494033,-121.580017
268,2002-05-20,eye riffle,LFC,4,overcast,650,2,25,4,13,sidechannel,60,assigned based on similar location,39.45725,-121.6139
268,2002-05-20,eye riffle,LFC,4,overcast,650,2,25,4,13,sidechannel,60,assigned based on similar location,39.45725,-121.6139
268,2002-05-20,eye riffle,LFC,4,overcast,650,2,25,4,13,sidechannel,60,reported in database,39.45725,-121.6139
268,2002-05-20,eye riffle,LFC,4,overcast,650,2,25,4,13,sidechannel,60,assigned based on similar location,39.457533,-121.613133
269,2002-05-20,eye riffle,LFC,54,precipitation,4650,2,25,4,13,mainchannel branch,60,assigned based on similar location,39.45725,-121.6139
270,2002-05-20,gateway riffle,LFC,54,direct sunlight,600,2,25,4,45,mainchannel,59.8,assigned based on similar location,39.45696577928121,-121.62560364814163
271,2002-05-30,lower hour,HFC,67,direct sunlight,0,2,25,4,38,mainchannel,56,reported in database,39.420667,-121.62566700000001
272,2002-05-30,shallow riffle,HFC,67,direct sunlight,1300,2,25,4,52,mainchannel,47,assigned based on similar location,39.33154115157018,-121.63033927513442
273,2002-05-30,big bar,HFC,72,direct sunlight,1300,2,25,4,32,mainchannel,0,reported in database,39.385917,-121.6287
273,2002-05-30,big bar,HFC,72,direct sunlight,1300,2,25,4,32,mainchannel,0,reported in database,39.385917,-121.6287
273,2002-05-30,big bar,HFC,72,direct sunlight,1300,2,25,4,32,mainchannel,0,reported in database,39.386467,-121.62785
273,2002-05-30,big bar,HFC,72,direct sunlight,1300,2,25,4,32,mainchannel,0,assigned based on similar location,39.385917,-121.6287
274,2002-05-30,junkyard riffle,HFC,68,direct sunlight,1300,2,25,4,63,mainchannel,48.5,reported in database,39.34555,-121.626233
274,2002-05-30,junkyard riffle,HFC,68,direct sunlight,1300,2,25,4,63,mainchannel,48.5,reported in database,39.345633,-121.626267
275,2002-05-30,cox riffle,HFC,0,direct sunlight,1300,2,25,4,50,mainchannel,47.5,assigned based on similar location,39.33564114789087,-121.63215000396984
276,2002-05-30,macfarland riffle,HFC,0,direct sunlight,0,2,25,4,45,mainchannel,52,assigned based on similar location,39.375,-121.632333
276,2002-05-30,macfarland riffle,HFC,0,direct sunlight,0,2,25,4,45,mainchannel,52,reported in database,39.375,-121.632333
276,2002-05-30,macfarland riffle,HFC,0,direct sunlight,0,2,25,4,45,mainchannel,52,reported in database,39.37505,-121.632367
276,2002-05-30,macfarland riffle,HFC,0,direct sunlight,0,2,25,4,45,mainchannel,52,assigned based on similar location,39.37505,-121.632367
277,2002-05-28,big hole,HFC,64,direct sunlight,1300,2,25,4,37,mainchannel branch,57.5,reported in database,39.4432,-121.636867
277,2002-05-28,big hole,HFC,64,direct sunlight,1300,2,25,4,37,mainchannel branch,57.5,reported in database,39.4432,-121.636817
277,2002-05-28,big hole,HFC,64,direct sunlight,1300,2,25,4,37,mainchannel branch,57.5,reported in database,39.439367,-121.637
277,2002-05-28,big hole,HFC,64,direct sunlight,1300,2,25,4,37,mainchannel branch,57.5,assigned based on similar location,39.439367,-121.637
277,2002-05-28,big hole,HFC,64,direct sunlight,1300,2,25,4,37,mainchannel branch,57.5,assigned based on similar location,39.44335,-121.637133
278,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,39,mainchannel branch,57,assigned based on similar location,39.429167,-121.626167
278,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,39,mainchannel branch,57,reported in database,39.429167,-121.626167
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43085,-121.631033
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43085,-121.631033
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,reported in database,39.431367,-121.6322
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,reported in database,39.43105,-121.632233
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43085,-121.631033
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43085,-121.631033
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43105,-121.632233
279,2002-05-28,g95,HFC,68,direct sunlight,0,2,25,4,120,sidechannel,57,assigned based on similar location,39.43085,-121.631033
280,2002-05-25,vance avenue,HFC,63.5,direct sunlight,1300,2,25,4,47,mainchannel branch,58.5,reported in database,39.45055,-121.639033
280,2002-05-25,vance avenue,HFC,63.5,direct sunlight,1300,2,25,4,47,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
280,2002-05-25,vance avenue,HFC,63.5,direct sunlight,1300,2,25,4,47,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
281,2002-05-30,goose riffle,HFC,70,direct sunlight,0,2,25,4,83,mainchannel,54.5,reported in database,39.405667,-121.61715
281,2002-05-30,goose riffle,HFC,70,direct sunlight,0,2,25,4,83,mainchannel,54.5,reported in database,39.405317,-121.616267
281,2002-05-30,goose riffle,HFC,70,direct sunlight,0,2,25,4,83,mainchannel,54.5,reported in database,39.403283,-121.618233
281,2002-05-30,goose riffle,HFC,70,direct sunlight,0,2,25,4,83,mainchannel,54.5,reported in database,39.4045,-121.617
281,2002-05-30,goose riffle,HFC,70,direct sunlight,0,2,25,4,83,mainchannel,54.5,assigned based on similar location,39.403283,-121.618233
282,2002-05-30,lower hour,HFC,85,direct sunlight,0,2,25,4,131,mainchannel branch,0,reported in database,39.420667,-121.62566700000001
283,2002-05-20,weir riffle,LFC,12,precipitation,600,2,25,4,45,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
283,2002-05-20,weir riffle,LFC,12,precipitation,600,2,25,4,45,mainchannel,60.5,reported in database,39.46175,-121.60645
283,2002-05-20,weir riffle,LFC,12,precipitation,600,2,25,4,45,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
285,2002-08-20,steep riffle,LFC,62,direct sunlight,700,2,25,4,17,sidechannel,61,reported in database,39.462583,-121.60335
285,2002-08-20,steep riffle,LFC,62,direct sunlight,700,2,25,4,17,sidechannel,61,reported in database,39.463567,-121.6039
285,2002-08-20,steep riffle,LFC,62,direct sunlight,700,2,25,4,17,sidechannel,61,assigned based on similar location,39.462567,-121.603233
285,2002-08-20,steep riffle,LFC,62,direct sunlight,700,2,25,4,17,sidechannel,61,reported in database,39.462567,-121.603233
285,2002-08-20,steep riffle,LFC,62,direct sunlight,700,2,25,4,17,sidechannel,61,assigned based on similar location,39.462567,-121.603233
286,2002-08-20,eye riffle,LFC,62,direct sunlight,700,2,25,4,21,sidechannel,60,assigned based on similar location,39.45725,-121.6139
286,2002-08-20,eye riffle,LFC,62,direct sunlight,700,2,25,4,21,sidechannel,60,assigned based on similar location,39.45725,-121.6139
286,2002-08-20,eye riffle,LFC,62,direct sunlight,700,2,25,4,21,sidechannel,60,reported in database,39.45725,-121.6139
286,2002-08-20,eye riffle,LFC,62,direct sunlight,700,2,25,4,21,sidechannel,60,assigned based on similar location,39.457533,-121.613133
287,2002-07-23,weir riffle,LFC,64,direct sunlight,600,2,25,4,42,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
287,2002-07-23,weir riffle,LFC,64,direct sunlight,600,2,25,4,42,mainchannel,60.5,reported in database,39.46175,-121.60645
287,2002-07-23,weir riffle,LFC,64,direct sunlight,600,2,25,4,42,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
288,2002-08-14,gridley riffle,HFC,68,direct sunlight,0,0,25,4,67,mainchannel branch,49.5,reported in database,39.354117,-121.630583
288,2002-08-14,gridley riffle,HFC,68,direct sunlight,0,0,25,4,67,mainchannel branch,49.5,assigned based on similar location,39.35435,-121.62965
288,2002-08-14,gridley riffle,HFC,68,direct sunlight,0,0,25,4,67,mainchannel branch,49.5,reported in database,39.35435,-121.62965
288,2002-08-14,gridley riffle,HFC,68,direct sunlight,0,0,25,4,67,mainchannel branch,49.5,assigned based on similar location,39.354117,-121.630583
289,2002-08-19,auditorium riffle,LFC,58.5,direct sunlight,700,1,25,4,66,mainchannel,66.5,reported in database,39.515333,-121.559
289,2002-08-19,auditorium riffle,LFC,58.5,direct sunlight,700,1,25,4,66,mainchannel,66.5,reported in database,39.5151,-121.56
289,2002-08-19,auditorium riffle,LFC,58.5,direct sunlight,700,1,25,4,66,mainchannel,66.5,assigned based on similar location,39.515333,-121.559
